TN09H458,9,F
TN10H001,64,F
TN10H001,68,M
TN10H008,0,F
TN10H010,1,M
TN10H014,44,F
TN10H014,26,F
TN10H014,22,M
TN10H014,47,M
TN10H034,19,F
TN10H034,2,M
TN13H007,9,F
TN13H007,33,F
TN13H007,42,M
TN13H043,13,M
TN13H047,31,F
TN13H216,26,F
TN13H216,30,M
TN13H217,67,F
TN13H217,74,M
TN14H043,53,F
TN14H043,5,M
TN14H050,39,F
TN14H050,9,F
TN14H050,46,M
TN14H051,50,F
TN14H051,5,M
TN14H085,52,F
TN14H085,3,F
TN14H208,10,F
TN14H208,19,F
TN14H208,44,F
TN14H208,19,M
TN14H208,0,M
TN14H208,52,M
TN15H012,75,F
TN15H012,12,M
TN15H022,69,F
TN15H022,8,F
TN15H022,77,M
TN15H024,40,F
TN15H024,17,F
TN15H024,45,M
TN15H024,21,M
TN15H024,10,M
TN15H026,51,F
TN15H026,16,F
TN15H026,56,M
TN15H027,24,M
TN15H033,19,F
TN15H034,16,F
TN15H034,58,F
TN15H034,5,F
TN15H034,2,F
TN15H034,60,M
TN15H034,6,M
TN15H034,18,M
TN15H034,1,M
TN15H080,70,F
TN15H080,12,M
TN15H093,44,F
TN15H093,19,F
TN15H093,10,M
TN15H093,51,M
TN15H093,20,M
TN15H095,39,F
TN15H095,13,F
TN15H095,39,M
TN15H095,7,M
TN15H100,1,F
TN15H100,12,F
TN15H101,12,F
TN15H101,12,F
TN15H101,1,F
TN15H101,3,F
TN15H101,24,M
TN15H235,35,F
TN15H235,14,F
TN15H235,12,M
TN15H235,36,M
TN15H235,71,M
TN15H235,6,M
TN15H289,0,M
TN16H087,28,F
TN16H087,47,F
TN16H087,5,F
TN16H197,18,F
TN16H197,19,F
TN18H001,17,F
TN18H001,54,F
TN18H001,52,M
TN18H014,54,F
TN18H014,20,M
TN18H014,49,M
TN18H019,12,F
TN18H019,29,F
TN18H019,3,F
TN18H020,67,F
TN18H020,19,F
TN18H020,33,M
TN18H021,50,F
TN18H021,21,F
TN18H021,2,M
TN18H023,5,F
TN18H023,25,F
TN18H023,15,M
TN18H037,30,F
TN18H037,6,M
TN18H037,0,M
TN19H001,13,F
TN19H023,37,F
TN19H023,96,F
TN19H023,12,M
TN21H001,9,F
TN21H031,14,M
TN21H041,39,F
TN21H041,20,M
TN21H079,36,F
TN21H079,12,F
TN21H079,16,M
TN21H079,42,M
TP06H001,24,F
TP06H001,22,M
TP06H013,41,F
TP06H013,18,M
TP06H013,20,M
TP07H001,21,F
TP07H001,18,M
TP13H001,5,F
TP13H001,24,M
TP13H001,16,M
TP16H001,38,F
TP16H001,61,F
TP16H001,10,F
TP16H001,10,M
TT01H001,13,F
TT01H001,57,M
TT01H008,29,M
TT01H025,44,F
TT01H025,2,M
TT01H035,51,F
TT01H035,9,F
TT01H035,2,M
TT01H035,35,M
TT02H001,60,F
TT02H001,32,F
TT02H001,17,M
TT02H001,58,M
TT02H001,5,M
TT04H001,86,F
TT04H001,59,F
TT04H001,21,F
TT04H001,24,M
TT04H013,64,F
TT04H013,31,F
TT04H013,12,F
TT04H013,58,M
TT04H013,1,M
TT04H030,50,F
TT04H030,53,M
TT04H031,11,F
TT05H001,9,F
TT05H001,59,F
TT05H001,14,M
TT05H001,62,M
TT07H032,56,F
TT07H032,35,F
TT07H032,60,M
TT07H032,3,M
TT08H001,11,F
TT08H001,44,F
TT08H001,2,F
TT08H001,4,M
TT08H044,4,M
TT08H044,10,M
TT08H045,0,M
TT08H047,36,F
TT08H047,4,M
TT08H054,55,F
TT08H054,27,M
TT08H059,36,F
TT08H059,9,M
TT08H107,65,F
TT08H107,31,M
TT08H107,3,M
TT08H164,29,M
TT08H164,11,M
TT08H164,12,M
TT12H001,15,F
TT12H001,43,F
TT12H001,22,F
TT12H001,1,F
TT12H001,1,M
TT12H020,51,F
TT12H020,5,M
WT03H001,18,F
WT03H001,11,F
WT03H001,11,F
WT03H001,38,F
WT03H001,49,M
WT05H001,33,F
WT05H001,63,F
WT05H001,13,M
WT05H005,15,F
WT05H005,46,M
WT07H001,7,F
WT07H001,53,M
WT07H011,3,F
WT09H001,56,F
WT09H001,31,F
WT09H001,15,M
WT09H001,43,M
WT09H001,6,M
WT09H002,4,F
WT09H002,30,M
WT09H003,6,F
WT09H003,1,M
WT09H004,4,F
WT09H006,12,F
WT09H006,3,M
WT09H015,6,F
WT09H025,6,F
WT09H032,8,F
WT09H032,39,M
WT16H001,40,F
WT16H001,37,M
WT16H004,4,F
WT17H001,7,F
WT17H001,14,M
