Person,PersonID,House,Mosquito,Age,Gender,WorkRandom,House_XCoord,House_Y_Coord,DENV1,DENV2,DENV3,DENV4,Denv1_time,Denv1_X,Denv1_Y,Denv2_time,Denv2_X,Denv2_Y,Denv3_time,Denv3_X,Denv3_Y,Denv4_time,Denv4_X,Denv4_Y
root.people[1664], 1665, root.buildings[709]( parameter = 0.0, capacityOfMosquitoes = 10.0 ), 21.0, F, 0.0, 553125.5411, 1825336.391, 0, 0, 0, 0, null, 0.0, 0.0, null, 0.0, 0.0, null, 0.0, 0.0, null, 0.0, 0.0
root.people[1665], 1666, root.buildings[709]( parameter = 0.0, capacityOfMosquitoes = 10.0 ), 13.0, M, 0.0, 553125.5411, 1825336.391, 0, 0, 0, 0, null, 0.0, 0.0, null, 0.0, 0.0, null, 0.0, 0.0, null, 0.0, 0.0
root.people[1666], 1667, root.buildings[710]( parameter = 0.0, capacityOfMosquitoes = 10.0 ), 42.0, F, 0.0, 554383.4151, 1829254.177, 0, 0, 0, 0, null, 0.0, 0.0, null, 0.0, 0.0, null, 0.0, 0.0, null, 0.0, 0.0
root.people[1667], 1668, root.buildings[710]( parameter = 0.0, capacityOfMosquitoes = 10.0 ), 12.0, M, 1.0, 554383.4151, 1829254.177, 0, 0, 0, 0, null, 0.0, 0.0, null, 0.0, 0.0, null, 0.0, 0.0, null, 0.0, 0.0
root.people[1668], 1669, root.buildings[710]( parameter = 0.0, capacityOfMosquitoes = 10.0 ), 6.0, M, 1.0, 554383.4151, 1829254.177, 0, 0, 0, 0, null, 0.0, 0.0, null, 0.0, 0.0, null, 0.0, 0.0, null, 0.0, 0.0
root.people[1669], 1670, root.buildings[711]( parameter = 0.0, capacityOfMosquitoes = 10.0 ), 36.0, F, 0.0, 555036.6373, 1825638.051, 0, 0, 0, 0, null, 0.0, 0.0, null, 0.0, 0.0, null, 0.0, 0.0, null, 0.0, 0.0
root.people[1670], 1671, root.buildings[711]( parameter = 0.0, capacityOfMosquitoes = 10.0 ), 9.0, M, 0.0, 555036.6373, 1825638.051, 0, 0, 0, 0, null, 0.0, 0.0, null, 0.0, 0.0, null, 0.0, 0.0, null, 0.0, 0.0
root.people[1671], 1672, root.buildings[712]( parameter = 0.0, capacityOfMosquitoes = 10.0 ), 36.0, F, 1.0, 555833.6795, 1824385.013, 0, 0, 0, 0, null, 0.0, 0.0, null, 0.0, 0.0, null, 0.0, 0.0, null, 0.0, 0.0
root.people[1672], 1673, root.buildings[712]( parameter = 0.0, capacityOfMosquitoes = 10.0 ), 9.0, M, 1.0, 555833.6795, 1824385.013, 0, 0, 0, 0, null, 0.0, 0.0, null, 0.0, 0.0, null, 0.0, 0.0, null, 0.0, 0.0
root.people[1673], 1674, root.buildings[713]( parameter = 0.0, capacityOfMosquitoes = 10.0 ), 60.0, F, 0.0, 553315.9529, 1825856.098, 0, 0, 0, 0, null, 0.0, 0.0, null, 0.0, 0.0, null, 0.0, 0.0, null, 0.0, 0.0
root.people[1674], 1675, root.buildings[713]( parameter = 0.0, capacityOfMosquitoes = 10.0 ), 82.0, F, 1.0, 553315.9529, 1825856.098, 0, 0, 0, 0, null, 0.0, 0.0, null, 0.0, 0.0, null, 0.0, 0.0, null, 0.0, 0.0
